",""Species"",""Diel_activity"",""Habitat_breadth_IUCN"",""Forest"",""Savanna"",""Shrubland"",""Grassland"",""Wetland"",""Rocky.areas"",""Caves.and.subterranean"",""Desert"",""Marine"",""Marine.intertidal.or.coastal.supratidal"",""Artificial"",""Introduced.vegetation"",""Class"",""Order"",""Family"",""Genus"",""logBM"",""logLongevity"",""logClutchSize"",""Herbivore"",""Omnivore"",""Carnivore"""
"97,""Triturus karelinii"",""Nocturnal"",2.58180355490426,""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Amphibia"",""Caudata"",""Salamandridae"",""Triturus"",2.35137525716348,8.60863225173302,5.41610040220442,0,0,1"
"98,""Triturus macedonicus"",""Nocturnal"",2.6488241814134,""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Amphibia"",""Caudata"",""Salamandridae"",""Triturus"",2.46790625760429,8.58773909212714,5.77668991603698,0,0,1"
"99,""Triturus marmoratus"",""Other"",2.56494935746154,""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Amphibia"",""Caudata"",""Salamandridae"",""Triturus"",2.28238238567653,9.11945787549901,5.7037824746562,0,0,1"
"100,""Triturus pygmaeus"",""Nocturnal"",2.63905732961526,""1"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Amphibia"",""Caudata"",""Salamandridae"",""Triturus"",2.33705621913173,8.53428357163232,5.01063529409626,0,0,1"
"101,""Afrixalus quadrivittatus"",""Nocturnal"",2.39789527279837,""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Amphibia"",""Anura"",""Hyperoliidae"",""Afrixalus"",3.75375926745113,8.46058144829269,3.91202300542815,0,0,1"
"102,""Afrixalus stuhlmanni"",""Nocturnal"",2.484906649788,""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Amphibia"",""Anura"",""Hyperoliidae"",""Afrixalus"",3.51525390577172,8.44287371997504,7.50075088758244,0,0,1"
"103,""Amnirana galamensis"",""Other"",3.08806133181929,""1"",""1"",""1"",""1"",""1"",""0"",""0"",""1"",""0"",""0"",""1"",""1"",""Amphibia"",""Anura"",""Ranidae"",""Amnirana"",4.00925709091426,8.5677862184623,8.10696676620636,0,0,1"
"104,""Hemisus marmoratus"",""Nocturnal"",2.70805020110221,""1"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Amphibia"",""Anura"",""Hemisotidae"",""Hemisus"",1.84054963339749,8.54688180979994,5.10594547390058,0,0,1"
"105,""Hoplobatrachus occipitalis"",""Other"",2.77258872223978,""1"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Amphibia"",""Anura"",""Dicroglossidae"",""Hoplobatrachus"",3.87328217711172,8.28934483986591,6.87368129864839,0,0,1"
"106,""Hyperolius glandicolor"",""Other"",3.13549421592915,""0"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Amphibia"",""Anura"",""Hyperoliidae"",""Hyperolius"",2.97557748782874,8.5174706099002,6.6516950759081,0,0,1"
"107,""Hyperolius nasutus"",""Other"",2.77258872223978,""0"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Amphibia"",""Anura"",""Hyperoliidae"",""Hyperolius"",-0.510825623765991,8.57473429415792,5.17048399503815,0,0,1"
"108,""Kassina senegalensis"",""Other"",2.63905732961526,""1"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Amphibia"",""Anura"",""Hyperoliidae"",""Kassina"",3.46069023348323,8.51632582232844,6.04025471127741,0,0,1"
"109,""Leptopelis bocagii"",""Other"",1.94591014905531,""1"",""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Amphibia"",""Anura"",""Arthroleptidae"",""Leptopelis"",4.17488245862477,8.55198326913814,7.65708604423863,0,0,1"
"110,""Phrynobatrachus acridoides"",""Other"",2.77258872223978,""0"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Amphibia"",""Anura"",""Phrynobatrachidae"",""Phrynobatrachus"",3.60510277490888,8.5073782641833,7.30141531285114,0,0,1"
"111,""Phrynobatrachus mababiensis"",""Other"",2.94443897916644,""0"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Amphibia"",""Anura"",""Phrynobatrachidae"",""Phrynobatrachus"",3.83428529990916,8.55067719933509,7.7559455261013,0,0,1"
"112,""Phrynomantis bifasciatus"",""Nocturnal"",2.63905732961526,""0"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Amphibia"",""Anura"",""Microhylidae"",""Phrynomantis"",3.56318158488598,8.2327259458664,6.80239476332431,0,0,1"
"113,""Ptychadena anchietae"",""Other"",2.70805020110221,""1"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Amphibia"",""Anura"",""Ptychadenidae"",""Ptychadena"",1.7227665977411,8.57186549716471,5.52146091786225,0,0,1"
"114,""Ptychadena mascareniensis"",""Other"",3.46573590279973,""1"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Amphibia"",""Anura"",""Ptychadenidae"",""Ptychadena"",3.14055738183987,8.58218264976494,6.98471632011827,0,0,1"
"115,""Pyxicephalus adspersus"",""Other"",2.07944154167984,""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Amphibia"",""Anura"",""Pyxicephalidae"",""Pyxicephalus"",7.24422751560335,9.30177943229296,8.1605182474775,0,0,1"
"116,""Schismaderma carens"",""Other"",2.63905732961526,""0"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Amphibia"",""Anura"",""Bufonidae"",""Schismaderma"",4.17481073333589,8.62766456811649,8.08085641964099,0,0,1"
"117,""Sclerophrys gutturalis"",""Other"",2.77768697298491,""1"",""1"",""1"",""1"",""1"",""0"",""0"",""1"",""0"",""0"",""1"",""0"",""Amphibia"",""Anura"",""Bufonidae"",""Sclerophrys"",3.65583960003574,8.78482757782987,9.90348755253613,0,0,1"
"118,""Xenopus muelleri"",""Other"",3.13549421592915,""1"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Amphibia"",""Anura"",""Pipidae"",""Xenopus"",3.67106414008768,8.55170102017125,6.07764224334903,0,0,1"
"119,""Acanthis flammea"",""Other"",2.30258509299405,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Fringillidae"",""Acanthis"",2.51567830845475,9.11945787549901,1.6094379124341,0,0,1"
"120,""Acanthis hornemanni"",""Other"",2.62654253200761,""0"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Fringillidae"",""Acanthis"",2.66025953726586,7.81750466281287,1.50407739677627,1,0,0"
"121,""Accipiter brevipes"",""Other"",2.19722457733622,""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Accipitriformes"",""Accipitridae"",""Accipiter"",5.23377884541047,8.74002361498353,1.38629436111989,0,0,1"
"122,""Accipiter gentilis"",""Other"",1.6094379124341,""1"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Accipitriformes"",""Accipitridae"",""Accipiter"",6.84987986154573,8.99162450398912,1.25276296849537,0,0,1"
"123,""Accipiter nisus"",""Other"",2.94443897916644,""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Accipitriformes"",""Accipitridae"",""Accipiter"",5.39721202352225,8.90873684418336,1.55814461804655,0,0,1"
"124,""Acrocephalus agricola"",""Other"",2.07944154167984,""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Acrocephalidae"",""Acrocephalus"",2.25915553506671,8.3194114405202,1.50407739677627,0,0,1"
"125,""Acrocephalus arundinaceus"",""Other"",3.3322045101752,""0"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Acrocephalidae"",""Acrocephalus"",3.40119738166216,8.21146594610897,1.43508452528932,0,0,1"
"126,""Acrocephalus dumetorum"",""Other"",2.30258509299405,""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Acrocephalidae"",""Acrocephalus"",2.44451858888271,7.95470578432635,1.43508452528932,0,0,1"
"127,""Acrocephalus melanopogon"",""Other"",1.38629436111989,""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Passeriformes"",""Acrocephalidae"",""Acrocephalus"",2.39333945626251,8.32095017928124,1.38629436111989,0,0,1"
"128,""Acrocephalus paludicola"",""Other"",1.38629436111989,""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Acrocephalidae"",""Acrocephalus"",2.48906465993666,8.35224812167751,1.59635267288544,0,0,1"
"129,""Acrocephalus palustris"",""Other"",2.39789527279837,""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Acrocephalidae"",""Acrocephalus"",2.484906649788,8.18296443630734,1.48387468945875,0,0,1"
"130,""Acrocephalus schoenobaenus"",""Other"",2.63905732961526,""0"",""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Acrocephalidae"",""Acrocephalus"",2.47653840011748,8.37150245816238,1.70474809223843,0,0,1"
"131,""Acrocephalus scirpaceus"",""Other"",2.484906649788,""0"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Passeriformes"",""Acrocephalidae"",""Acrocephalus"",2.50959926237837,8.53963938024607,1.3609765531356,0,0,1"
"132,""Actitis hypoleucos"",""Other"",3.04452243772342,""1"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""1"",""1"",""1"",""0"",""Aves"",""Charadriiformes"",""Scolopacidae"",""Actitis"",4.02758134606242,8.57473070005734,1.38629436111989,0,0,1"
"133,""Aegithalos caudatus"",""Other"",3.52636052461616,""1"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Aegithalidae"",""Aegithalos"",2.11323892126313,8.3075271589491,2.29253475714054,0,0,1"
"134,""Aegolius funereus"",""Nocturnal"",1.79175946922805,""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Strigiformes"",""Strigidae"",""Aegolius"",4.92129393207118,8.66690115985699,1.63802536928601,0,0,1"
"135,""Aegypius monachus"",""Other"",2.07944154167984,""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Accipitriformes"",""Accipitridae"",""Aegypius"",9.15617717387806,9.56414369676046,0,0,0,1"
"136,""Alauda arvensis"",""Other"",3.73766961828337,""0"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""1"",""1"",""0"",""Aves"",""Passeriformes"",""Alaudidae"",""Alauda"",3.62180438532437,8.21311747447802,1.23256026117785,0,0,1"
"137,""Alca torda"",""Other"",2.94443897916644,""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""1"",""0"",""0"",""Aves"",""Charadriiformes"",""Alcidae"",""Alca"",6.5792512120101,9.63825166891418,0,0,0,1"
"138,""Alcedo atthis"",""Other"",3.17805383034795,""1"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""1"",""1"",""1"",""0"",""Aves"",""Coraciiformes"",""Alcedinidae"",""Alcedo"",3.44201937618241,8.94510448835423,1.87180217690159,0,0,1"
"139,""Alectoris barbara"",""Other"",1.38629436111989,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Galliformes"",""Phasianidae"",""Alectoris"",6.03408093074871,8.28864064788918,2.484906649788,1,0,0"
"140,""Alectoris chukar"",""Other"",0.693147180559945,""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Galliformes"",""Phasianidae"",""Alectoris"",6.22158371215862,7.72513134268185,2.42036812865043,1,0,0"
"141,""Alectoris graeca"",""Other"",0.693147180559945,""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Galliformes"",""Phasianidae"",""Alectoris"",6.39275428380567,8.20372741943329,2.39789527279837,1,0,0"
"142,""Alectoris rufa"",""Other"",1.6094379124341,""0"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Galliformes"",""Phasianidae"",""Alectoris"",6.26883109703223,7.73316351437912,2.484906649788,1,0,0"
"143,""Alle alle"",""Other"",3.04452243772342,""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""1"",""0"",""0"",""Aves"",""Charadriiformes"",""Alcidae"",""Alle"",5.14166355650266,9.11945787549901,0,0,0,1"
"144,""Ammomanes deserti"",""Other"",1.09861228866811,""0"",""0"",""1"",""0"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""Aves"",""Passeriformes"",""Alaudidae"",""Ammomanes"",3.20274644293832,8.16429313738962,1.27954399117301,0,1,0"
"145,""Ammoperdix griseogularis"",""Other"",1.09861228866811,""0"",""0"",""1"",""0"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""Aves"",""Galliformes"",""Phasianidae"",""Ammoperdix"",5.30757438781071,8.23160782014689,2.30258509299405,1,0,0"
"146,""Anas acuta"",""Other"",2.30258509299405,""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""1"",""1"",""0"",""0"",""Aves"",""Anseriformes"",""Anatidae"",""Anas"",6.85078273022115,9.21174530958898,2.04122032885964,1,0,0"
"147,""Anas clypeata"",""Other"",2.63905732961526,""0"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""1"",""1"",""1"",""0"",""Aves"",""Anseriformes"",""Anatidae"",""Anas"",6.41800598081806,9.00696084427186,2.30258509299405,0,0,1"
"148,""Anas crecca"",""Other"",2.99573227355399,""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Anseriformes"",""Anatidae"",""Anas"",5.83523462381811,9.20011577851646,2.2512917986065,1,0,0"
"149,""Anas penelope"",""Other"",2.484906649788,""0"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""1"",""1"",""0"",""0"",""Aves"",""Anseriformes"",""Anatidae"",""Anas"",6.64642947512773,9.46068110414663,2.19722457733622,1,0,0"
"150,""Anas platyrhynchos"",""Other"",3.17805383034795,""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Anseriformes"",""Anatidae"",""Anas"",7.02286808608264,9.27132022480825,2.35280280915466,1,0,0"
"151,""Anas querquedula"",""Other"",2.30258509299405,""0"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""1"",""1"",""1"",""0"",""Aves"",""Anseriformes"",""Anatidae"",""Anas"",5.78689738136671,8.88373561129062,2.14006616349627,1,0,0"
"152,""Anas strepera"",""Other"",1.38629436111989,""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Anseriformes"",""Anatidae"",""Anas"",6.81955774424001,9.23278656080601,2.30258509299405,1,0,0"
"153,""Anser albifrons"",""Other"",1.94591014905531,""0"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""1"",""1"",""1"",""0"",""Aves"",""Anseriformes"",""Anatidae"",""Anser"",7.77800207235489,9.75072965234087,1.70474809223843,1,0,0"
"154,""Anser anser"",""Other"",1.79175946922805,""0"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Anseriformes"",""Anatidae"",""Anser"",8.10332941300679,9.33456925511596,1.6094379124341,1,0,0"
"155,""Anser brachyrhynchus"",""Other"",1.79175946922805,""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""1"",""1"",""0"",""Aves"",""Anseriformes"",""Anatidae"",""Anser"",7.8804263442924,9.61211952871879,1.53686721959926,1,0,0"
"156,""Anser erythropus"",""Other"",2.56494935746154,""0"",""0"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Anseriformes"",""Anatidae"",""Anser"",7.47363710849621,8.59182513341664,1.6094379124341,1,0,0"
"157,""Anser fabalis"",""Other"",1.6094379124341,""0"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Anseriformes"",""Anatidae"",""Anser"",7.92107471315458,9.14317440211633,1.6094379124341,1,0,0"
"158,""Anthropoides virgo"",""Other"",2.94443897916644,""0"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""0"",""0"",""1"",""0"",""Aves"",""Gruiformes"",""Gruidae"",""Anthropoides"",7.7848892956551,10.1052746700218,0.693147180559945,1,0,0"
"159,""Anthus berthelotii"",""Other"",1.38629436111989,""0"",""0"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Motacillidae"",""Anthus"",2.78501124223834,8.11819548876846,1.26694760348732,0,0,1"
"160,""Anthus campestris"",""Other"",2.39789527279837,""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""1"",""0"",""Aves"",""Passeriformes"",""Motacillidae"",""Anthus"",3.13549421592915,8.15494362215261,1.43508452528932,0,0,1"
"161,""Anthus cervinus"",""Other"",2.30258509299405,""0"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""1"",""1"",""0"",""Aves"",""Passeriformes"",""Motacillidae"",""Anthus"",3.03974915897077,7.40465944740708,1.67896397508271,0,0,1"
"162,""Anthus hodgsoni"",""Other"",2.19722457733622,""1"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Motacillidae"",""Anthus"",3.10570712676256,8.09222125588463,1.50407739677627,0,0,1"
"163,""Anthus petrosus"",""Other"",1.94591014905531,""0"",""0"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""1"",""0"",""0"",""Aves"",""Passeriformes"",""Motacillidae"",""Anthus"",3.15965646520823,8.2908727243493,1.52605630349505,0,0,1"
"164,""Anthus pratensis"",""Other"",2.56494935746154,""0"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""1"",""1"",""0"",""Aves"",""Passeriformes"",""Motacillidae"",""Anthus"",2.91235066461494,8.06963575100033,1.56339397393269,0,0,1"
"165,""Anthus spinoletta"",""Other"",2.07944154167984,""0"",""0"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""1"",""1"",""0"",""Aves"",""Passeriformes"",""Motacillidae"",""Anthus"",3.17387845893747,8.0885042353421,1.52605630349505,0,0,1"
"166,""Anthus trivialis"",""Other"",2.70805020110221,""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Passeriformes"",""Motacillidae"",""Anthus"",3.15273602236366,8.06963575100033,1.53471436623816,0,0,1"
"167,""Apus affinis"",""Other"",2.484906649788,""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Apodiformes"",""Apodidae"",""Apus"",3.16124672819682,8.63531572942219,0.8754687373539,0,0,1"
"168,""Apus apus"",""Other"",3.40119738166216,""1"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""0"",""0"",""1"",""0"",""Aves"",""Apodiformes"",""Apodidae"",""Apus"",3.66356164612965,8.94906488941223,0.832909122935104,0,0,1"
"169,""Apus caffer"",""Other"",1.79175946922805,""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Apodiformes"",""Apodidae"",""Apus"",3.09444574649002,8.20316714362485,0.693147180559945,0,0,1"
"170,""Apus pallidus"",""Other"",2.63905732961526,""0"",""1"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""1"",""1"",""0"",""Aves"",""Apodiformes"",""Apodidae"",""Apus"",3.73647843291322,8.97501939034833,0.896088024556636,0,0,1"
"171,""Apus unicolor"",""Other"",2.484906649788,""1"",""1"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""Aves"",""Apodiformes"",""Apodidae"",""Apus"",3.13222801814253,8.86216991981016,0.693147180559945,0,0,1"
"172,""Aquila adalberti"",""Other"",1.79175946922805,""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Accipitriformes"",""Accipitridae"",""Aquila"",8.00636756765025,9.92593374136596,0.916290731874155,0,0,1"
"173,""Aquila chrysaetos"",""Other"",2.83321334405622,""1"",""0"",""1"",""1"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""Aves"",""Accipitriformes"",""Accipitridae"",""Aquila"",8.3578456981821,9.7717830615387,0.693147180559945,0,0,1"
"174,""Aquila clanga"",""Other"",2.63905732961526,""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Accipitriformes"",""Accipitridae"",""Aquila"",7.67521648189458,9.71660185739086,0.693147180559945,0,0,1"
"175,""Aquila fasciata"",""Other"",1.94591014905531,""1"",""0"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Accipitriformes"",""Accipitridae"",""Aquila"",7.58489756173365,8.8963143241848,0.693147180559945,0,0,1"
"176,""Aquila heliaca"",""Other"",2.484906649788,""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Accipitriformes"",""Accipitridae"",""Aquila"",8.07558263667172,9.92593374136596,0.916290731874155,0,0,1"
"177,""Aquila nipalensis"",""Other"",1.6094379124341,""0"",""1"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""Aves"",""Accipitriformes"",""Accipitridae"",""Aquila"",7.90630042474964,9.65008612656118,0.693147180559945,0,0,1"
"178,""Aquila pomarina"",""Other"",1.09861228866811,""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Accipitriformes"",""Accipitridae"",""Aquila"",7.22256601882217,9.16251736495946,0.693147180559945,0,0,1"
"179,""Ardea alba"",""Other"",1.79175946922805,""0"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""1"",""1"",""0"",""Aves"",""Pelecaniformes"",""Ardeidae"",""Ardea"",6.77126522812739,9.02883270388494,1.30833281965018,0,0,1"
"180,""Ardea cinerea"",""Other"",3.78418963391826,""1"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""1"",""1"",""1"",""0"",""Aves"",""Pelecaniformes"",""Ardeidae"",""Ardea"",7.30971424776101,9.52492298360717,1.45977713787969,0,0,1"
"181,""Ardea purpurea"",""Other"",1.94591014905531,""1"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""Aves"",""Pelecaniformes"",""Ardeidae"",""Ardea"",6.97024169599358,9.13600029211832,1.43508452528932,0,0,1"
"182,""Ardeola ralloides"",""Other"",2.07944154167984,""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""Aves"",""Pelecaniformes"",""Ardeidae"",""Ardeola"",5.66988092298052,7.66417064283502,1.38629436111989,0,0,1"
"183,""Arenaria interpres"",""Other"",2.94443897916644,""0"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""1"",""1"",""0"",""0"",""Aves"",""Charadriiformes"",""Scolopacidae"",""Arenaria"",4.91250781609831,8.96475148589367,1.38629436111989,0,0,1"
"184,""Asio flammeus"",""Nocturnal"",2.19722457733622,""0"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Strigiformes"",""Strigidae"",""Asio"",5.83991464898078,8.98249202042585,1.79175946922805,0,0,1"
"185,""Asio otus"",""Nocturnal"",3.87120101090789,""1"",""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Strigiformes"",""Strigidae"",""Asio"",5.69228327826318,9.2256180713274,1.50407739677627,0,0,1"
"186,""Athene noctua"",""Nocturnal"",2.19722457733622,""0"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""Aves"",""Strigiformes"",""Strigidae"",""Athene"",5.12989871492307,8.64678401748349,1.38629436111989,0,0,1"
"187,""Aythya ferina"",""Other"",3.13549421592915,""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""1"",""1"",""1"",""0"",""Aves"",""Anseriformes"",""Anatidae"",""Aythya"",6.7493455422345,9.04473432930307,2.17475172148416,1,0,0"
